,T_max,m,n,number of guesses,parameter,time estimation,time_burn_in,true value,value,weight function
1772,8400.0,0,0,50,beta,2117.142857142857,100,2.0,2.472977210168467,Adaptive Biweight with first width 1680.0
1773,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.15312131035061505,Adaptive Biweight with first width 1680.0
1774,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.2821711905710764,Adaptive Biweight with first width 1680.0
1775,8400.0,0,0,50,beta,2117.142857142857,100,2.0,1.927891146503536,Adaptive Biweight with first width 1680.0
1776,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.2035792700766048,Adaptive Biweight with first width 1680.0
1777,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.3822112980109336,Adaptive Biweight with first width 1680.0
1778,8400.0,0,0,50,beta,2117.142857142857,100,2.0,2.1819362795262247,Adaptive Biweight with first width 1680.0
1779,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.16567513145973936,Adaptive Biweight with first width 1680.0
1780,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.0587343157719544,Adaptive Biweight with first width 1680.0
1781,8400.0,0,0,50,beta,2117.142857142857,100,2.0,1.5364222797142086,Adaptive Biweight with first width 1680.0
1782,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.18138855601886256,Adaptive Biweight with first width 1680.0
1783,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.049741267898715,Adaptive Biweight with first width 1680.0
1784,8400.0,0,0,50,beta,2117.142857142857,100,2.0,1.7149519852707558,Adaptive Biweight with first width 1680.0
1785,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.1721271417048767,Adaptive Biweight with first width 1680.0
1786,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.1574032536407042,Adaptive Biweight with first width 1680.0
1787,8400.0,0,0,50,beta,2117.142857142857,100,2.0,1.7937724411492093,Adaptive Biweight with first width 1680.0
1788,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.1721775985072656,Adaptive Biweight with first width 1680.0
1789,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.1926151460862031,Adaptive Biweight with first width 1680.0
1790,8400.0,0,0,50,beta,2117.142857142857,100,2.0,2.0139836797075157,Adaptive Biweight with first width 1680.0
1791,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.1719644178758379,Adaptive Biweight with first width 1680.0
1792,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.4775306382638491,Adaptive Biweight with first width 1680.0
1793,8400.0,0,0,50,beta,2117.142857142857,100,2.0,2.096795508103336,Adaptive Biweight with first width 1680.0
1794,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.183638002787806,Adaptive Biweight with first width 1680.0
1795,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.5191971884315332,Adaptive Biweight with first width 1680.0
1796,8400.0,0,0,50,beta,2117.142857142857,100,2.0,2.15977742240524,Adaptive Biweight with first width 1680.0
1797,8400.0,0,0,50,nu,2117.142857142857,100,0.17472268907563027,0.17710025803107318,Adaptive Biweight with first width 1680.0
1798,8400.0,0,0,50,alpha,2117.142857142857,100,1.2996302521008405,1.4277181743833869,Adaptive Biweight with first width 1680.0
1799,8400.0,0,0,50,beta,2117.142857142857,100,2.0,2.156564515288172,Adaptive Biweight with first width 1680.0
1800,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.2084313235896669,Adaptive Biweight with first width 1680.0
1801,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.515268994202309,Adaptive Biweight with first width 1680.0
1802,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.1221200310071997,Adaptive Biweight with first width 1680.0
1803,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.17808490564110513,Adaptive Biweight with first width 1680.0
1804,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.4272235112095817,Adaptive Biweight with first width 1680.0
1805,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.0662854649024904,Adaptive Biweight with first width 1680.0
1806,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.19223070595726452,Adaptive Biweight with first width 1680.0
1807,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.6104518046674792,Adaptive Biweight with first width 1680.0
1808,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.271568010594033,Adaptive Biweight with first width 1680.0
1809,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.1800778769761641,Adaptive Biweight with first width 1680.0
1810,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.3431689586156257,Adaptive Biweight with first width 1680.0
1811,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.9781465482437044,Adaptive Biweight with first width 1680.0
1812,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.16682659832228205,Adaptive Biweight with first width 1680.0
1813,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1921542729306949,Adaptive Biweight with first width 1680.0
1814,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.6778103315028208,Adaptive Biweight with first width 1680.0
1815,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.197086555454038,Adaptive Biweight with first width 1680.0
1816,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.220329492011337,Adaptive Biweight with first width 1680.0
1817,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.951235292055179,Adaptive Biweight with first width 1680.0
1818,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.19473489791857929,Adaptive Biweight with first width 1680.0
1819,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.4430265870368904,Adaptive Biweight with first width 1680.0
1820,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.0825185502748007,Adaptive Biweight with first width 1680.0
1821,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.1598402340535475,Adaptive Biweight with first width 1680.0
1822,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.3599816555249122,Adaptive Biweight with first width 1680.0
1823,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.9377948392371016,Adaptive Biweight with first width 1680.0
1824,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.15771568321707344,Adaptive Biweight with first width 1680.0
1825,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.291932058337904,Adaptive Biweight with first width 1680.0
1826,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.9044730224700908,Adaptive Biweight with first width 1680.0
1827,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.170531584509499,Adaptive Biweight with first width 1680.0
1828,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.4729984177929183,Adaptive Biweight with first width 1680.0
1829,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.171122570875688,Adaptive Biweight with first width 1680.0
1830,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.18179829989216825,Adaptive Biweight with first width 1680.0
1831,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1158423952877945,Adaptive Biweight with first width 1680.0
1832,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.7394411874549225,Adaptive Biweight with first width 1680.0
1833,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.20936344916545616,Adaptive Biweight with first width 1680.0
1834,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2783300355253584,Adaptive Biweight with first width 1680.0
1835,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.0342727651854084,Adaptive Biweight with first width 1680.0
1836,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.1846326962117341,Adaptive Biweight with first width 1680.0
1837,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.4104424817417178,Adaptive Biweight with first width 1680.0
1838,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.0807421358005773,Adaptive Biweight with first width 1680.0
1839,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.19140660752143185,Adaptive Biweight with first width 1680.0
1840,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2740813172433965,Adaptive Biweight with first width 1680.0
1841,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.8233222377210327,Adaptive Biweight with first width 1680.0
1842,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.20372325139874672,Adaptive Biweight with first width 1680.0
1843,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1829469426037882,Adaptive Biweight with first width 1680.0
1844,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.8229003070894607,Adaptive Biweight with first width 1680.0
1845,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.22060987352618452,Adaptive Biweight with first width 1680.0
1846,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.3710074479253012,Adaptive Biweight with first width 1680.0
1847,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.0829452152742065,Adaptive Biweight with first width 1680.0
1848,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.1811964812190303,Adaptive Biweight with first width 1680.0
1849,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.442209239681864,Adaptive Biweight with first width 1680.0
1850,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.0063114049112905,Adaptive Biweight with first width 1680.0
1851,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.21033979756518206,Adaptive Biweight with first width 1680.0
1852,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.249022632388466,Adaptive Biweight with first width 1680.0
1853,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.028372226433742,Adaptive Biweight with first width 1680.0
1854,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.21953171326018034,Adaptive Biweight with first width 1680.0
1855,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2878749074946167,Adaptive Biweight with first width 1680.0
1856,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.9203342981128544,Adaptive Biweight with first width 1680.0
1857,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.18218630959220208,Adaptive Biweight with first width 1680.0
1858,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.4205462281611017,Adaptive Biweight with first width 1680.0
1859,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.1969976392615367,Adaptive Biweight with first width 1680.0
1860,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.2019877016231821,Adaptive Biweight with first width 1680.0
1861,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2503032714546347,Adaptive Biweight with first width 1680.0
1862,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.038944590808105,Adaptive Biweight with first width 1680.0
1863,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.17585857790767778,Adaptive Biweight with first width 1680.0
1864,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2348331615441412,Adaptive Biweight with first width 1680.0
1865,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.0015840909798395,Adaptive Biweight with first width 1680.0
1866,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.17770082879796312,Adaptive Biweight with first width 1680.0
1867,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.3050739361642467,Adaptive Biweight with first width 1680.0
1868,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.155491437487857,Adaptive Biweight with first width 1680.0
1869,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.16854859543228018,Adaptive Biweight with first width 1680.0
1870,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2697945853558272,Adaptive Biweight with first width 1680.0
1871,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.925149155206452,Adaptive Biweight with first width 1680.0
1872,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.1740396352990884,Adaptive Biweight with first width 1680.0
1873,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.3122082231068048,Adaptive Biweight with first width 1680.0
1874,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.0219866061218563,Adaptive Biweight with first width 1680.0
1875,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.19133265715921696,Adaptive Biweight with first width 1680.0
1876,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.3679247118710238,Adaptive Biweight with first width 1680.0
1877,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.957642503705104,Adaptive Biweight with first width 1680.0
1878,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.15432338989871006,Adaptive Biweight with first width 1680.0
1879,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.4524557496407111,Adaptive Biweight with first width 1680.0
1880,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.1188921634220548,Adaptive Biweight with first width 1680.0
1881,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.17086340132437008,Adaptive Biweight with first width 1680.0
1882,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1578145521983485,Adaptive Biweight with first width 1680.0
1883,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.7017105245871962,Adaptive Biweight with first width 1680.0
1884,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.1503086728534893,Adaptive Biweight with first width 1680.0
1885,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.304782298799268,Adaptive Biweight with first width 1680.0
1886,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.762512490838393,Adaptive Biweight with first width 1680.0
1887,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.16437156456565946,Adaptive Biweight with first width 1680.0
1888,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1644889914442509,Adaptive Biweight with first width 1680.0
1889,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.6795908043409835,Adaptive Biweight with first width 1680.0
1890,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.18246188594531496,Adaptive Biweight with first width 1680.0
1891,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.099158289374399,Adaptive Biweight with first width 1680.0
1892,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.6732260912922658,Adaptive Biweight with first width 1680.0
1893,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.16896092530069545,Adaptive Biweight with first width 1680.0
1894,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2997790963579026,Adaptive Biweight with first width 1680.0
1895,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.9272195413942983,Adaptive Biweight with first width 1680.0
1896,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.14493918585146925,Adaptive Biweight with first width 1680.0
1897,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1530072626342798,Adaptive Biweight with first width 1680.0
1898,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.625805999992306,Adaptive Biweight with first width 1680.0
1899,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.16983038582553853,Adaptive Biweight with first width 1680.0
1900,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.253202942648438,Adaptive Biweight with first width 1680.0
1901,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.9536645793099652,Adaptive Biweight with first width 1680.0
1902,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.1839894827619217,Adaptive Biweight with first width 1680.0
1903,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2630356416284594,Adaptive Biweight with first width 1680.0
1904,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.959154689856756,Adaptive Biweight with first width 1680.0
1905,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.17244611068852095,Adaptive Biweight with first width 1680.0
1906,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1044210334382336,Adaptive Biweight with first width 1680.0
1907,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.7544182486304831,Adaptive Biweight with first width 1680.0
1908,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.18323906406148724,Adaptive Biweight with first width 1680.0
1909,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.3999293597562412,Adaptive Biweight with first width 1680.0
1910,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.9616364871175147,Adaptive Biweight with first width 1680.0
1911,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.18129377870427607,Adaptive Biweight with first width 1680.0
1912,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,0.9726482151919768,Adaptive Biweight with first width 1680.0
1913,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.79863421675541,Adaptive Biweight with first width 1680.0
1914,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.17005276610326886,Adaptive Biweight with first width 1680.0
1915,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.5256182387485189,Adaptive Biweight with first width 1680.0
1916,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.2550657575133948,Adaptive Biweight with first width 1680.0
1917,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.16039506579318386,Adaptive Biweight with first width 1680.0
1918,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2560979890360997,Adaptive Biweight with first width 1680.0
1919,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.811744696019052,Adaptive Biweight with first width 1680.0
1920,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.18204950930427752,Adaptive Biweight with first width 1680.0
1921,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.5199009228947813,Adaptive Biweight with first width 1680.0
1922,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.1129327806843494,Adaptive Biweight with first width 1680.0
1923,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.17203305173622996,Adaptive Biweight with first width 1680.0
1924,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.35433605052698,Adaptive Biweight with first width 1680.0
1925,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.9661910974584869,Adaptive Biweight with first width 1680.0
1926,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.19741899753688547,Adaptive Biweight with first width 1680.0
1927,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2196507625982609,Adaptive Biweight with first width 1680.0
1928,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.193613127789012,Adaptive Biweight with first width 1680.0
1929,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.2058888777436827,Adaptive Biweight with first width 1680.0
1930,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.4743214387753325,Adaptive Biweight with first width 1680.0
1931,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.2762391683212893,Adaptive Biweight with first width 1680.0
1932,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.18004497086152915,Adaptive Biweight with first width 1680.0
1933,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2324604321931591,Adaptive Biweight with first width 1680.0
1934,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.8949373858849787,Adaptive Biweight with first width 1680.0
1935,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.203887964309154,Adaptive Biweight with first width 1680.0
1936,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.306889059854839,Adaptive Biweight with first width 1680.0
1937,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.132017974046992,Adaptive Biweight with first width 1680.0
1938,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.18683922552242374,Adaptive Biweight with first width 1680.0
1939,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.4312675866314617,Adaptive Biweight with first width 1680.0
1940,8400.0,0,0,50,beta,2271.428571428572,100,2.0,2.206098954812786,Adaptive Biweight with first width 1680.0
1941,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.17910423591278854,Adaptive Biweight with first width 1680.0
1942,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.2270491373423122,Adaptive Biweight with first width 1680.0
1943,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.8161118999788597,Adaptive Biweight with first width 1680.0
1944,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.1768469651551433,Adaptive Biweight with first width 1680.0
1945,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1968233248307014,Adaptive Biweight with first width 1680.0
1946,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.806292939667272,Adaptive Biweight with first width 1680.0
1947,8400.0,0,0,50,nu,2271.428571428572,100,0.1801680672268908,0.19608073711478471,Adaptive Biweight with first width 1680.0
1948,8400.0,0,0,50,alpha,2271.428571428572,100,1.306890756302521,1.1606322529857769,Adaptive Biweight with first width 1680.0
1949,8400.0,0,0,50,beta,2271.428571428572,100,2.0,1.8335381467709853,Adaptive Biweight with first width 1680.0
1950,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.16885527599676464,Adaptive Biweight with first width 1680.0
1951,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.293327927173325,Adaptive Biweight with first width 1680.0
1952,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.892040471363984,Adaptive Biweight with first width 1680.0
1953,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.2186395263862851,Adaptive Biweight with first width 1680.0
1954,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.5313302770205783,Adaptive Biweight with first width 1680.0
1955,8400.0,0,0,50,beta,2425.714285714285,100,2.0,2.3606781398252696,Adaptive Biweight with first width 1680.0
1956,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.2156927287193806,Adaptive Biweight with first width 1680.0
1957,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.1466284387472758,Adaptive Biweight with first width 1680.0
1958,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.8824818379026715,Adaptive Biweight with first width 1680.0
1959,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.1781919938323181,Adaptive Biweight with first width 1680.0
1960,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.228495868830976,Adaptive Biweight with first width 1680.0
1961,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.8763872135045718,Adaptive Biweight with first width 1680.0
1962,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.18400144891207396,Adaptive Biweight with first width 1680.0
1963,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.4070986410403954,Adaptive Biweight with first width 1680.0
1964,8400.0,0,0,50,beta,2425.714285714285,100,2.0,2.050273697541995,Adaptive Biweight with first width 1680.0
1965,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.19626328703882293,Adaptive Biweight with first width 1680.0
1966,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.2970466597187198,Adaptive Biweight with first width 1680.0
1967,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.8834177212251155,Adaptive Biweight with first width 1680.0
1968,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.2033807683780444,Adaptive Biweight with first width 1680.0
1969,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.5829679313274163,Adaptive Biweight with first width 1680.0
1970,8400.0,0,0,50,beta,2425.714285714285,100,2.0,2.3341956645902933,Adaptive Biweight with first width 1680.0
1971,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.2005123117880545,Adaptive Biweight with first width 1680.0
1972,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.266984097815182,Adaptive Biweight with first width 1680.0
1973,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.8885158276803264,Adaptive Biweight with first width 1680.0
1974,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.16175418300891728,Adaptive Biweight with first width 1680.0
1975,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.3322879805319656,Adaptive Biweight with first width 1680.0
1976,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.8633287449543063,Adaptive Biweight with first width 1680.0
1977,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.21656003951365427,Adaptive Biweight with first width 1680.0
1978,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.3370801954320022,Adaptive Biweight with first width 1680.0
1979,8400.0,0,0,50,beta,2425.714285714285,100,2.0,2.0683079330839607,Adaptive Biweight with first width 1680.0
1980,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.1797055478614342,Adaptive Biweight with first width 1680.0
1981,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.1708337891394582,Adaptive Biweight with first width 1680.0
1982,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.6993471381762555,Adaptive Biweight with first width 1680.0
1983,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.1770859711691992,Adaptive Biweight with first width 1680.0
1984,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.4022199764778571,Adaptive Biweight with first width 1680.0
1985,8400.0,0,0,50,beta,2425.714285714285,100,2.0,2.0925759508431288,Adaptive Biweight with first width 1680.0
1986,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.15547281899874,Adaptive Biweight with first width 1680.0
1987,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.34684781548383,Adaptive Biweight with first width 1680.0
1988,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.9656397752131052,Adaptive Biweight with first width 1680.0
1989,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.19563755847227032,Adaptive Biweight with first width 1680.0
1990,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.2015544453096552,Adaptive Biweight with first width 1680.0
1991,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.8604902389576825,Adaptive Biweight with first width 1680.0
1992,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.20538217962059804,Adaptive Biweight with first width 1680.0
1993,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.2461231802154833,Adaptive Biweight with first width 1680.0
1994,8400.0,0,0,50,beta,2425.714285714285,100,2.0,1.8863937019183783,Adaptive Biweight with first width 1680.0
1995,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.1945217501456153,Adaptive Biweight with first width 1680.0
1996,8400.0,0,0,50,alpha,2425.714285714285,100,1.3141512605042016,1.2767882335397358,Adaptive Biweight with first width 1680.0
1997,8400.0,0,0,50,beta,2425.714285714285,100,2.0,2.118917726709879,Adaptive Biweight with first width 1680.0
1998,8400.0,0,0,50,nu,2425.714285714285,100,0.18561344537815128,0.17851673189302225,Adaptive Biweight with first width 1680.0
