T_max,m,n,number of guesses,parameter,time estimation,time_burn_in,true value,value,weight function
9600.0,0,0,50,nu,480.0,100,0.2,0.20042627272603472,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.3915352220440587,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.0844942235580604,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.20449484680605862,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.4594436807582416,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.2312257679342355,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.2208871818026965,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.4666751231330986,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.1204462037180782,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.21962422319261538,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.3634103907336041,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.0928896762857114,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.1852605507313362,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.5371106753644574,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.2384711809147,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.2080550483735001,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.4434517139102243,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.099891155446517,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.19583077425088313,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.4727701726601126,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.953562334694472,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.19818735116714142,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.286888917488559,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.8848477385200972,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.1937189953734699,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.321152613522244,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.8929799257353255,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.21522322414780573,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.4365145859839854,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.0827161060612913,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.20374155038345712,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.3601299671916875,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.9613171013283388,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.21971388012360757,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.3204691828616293,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.8274465542240752,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.20418019190720457,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.4283056169033337,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.098377204932461,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.1639382495311791,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.540297929770546,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.065265401295564,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.20223861792018852,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.3206578480779843,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.0051430373669925,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.201693556355201,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.3555622138602037,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.0614603558282707,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.19685964038320602,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.5385795191109308,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.211892841338296,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.24426512333322992,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.2981492957045453,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.9343533618498194,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.1704896394957367,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.2280657222742213,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.7568309328822473,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.19448418779242965,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.3249547963641077,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.998278297194923,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.20804409410494706,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.2727929974921606,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.875109292947876,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.1948363554601599,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.0804454428319672,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.5865518029955332,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.17368763643732882,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.2859820140751024,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.6446170904247912,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.19067602497221461,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.3824859805838476,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,1.98498864982789,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,nu,480.0,100,0.2,0.20617587381584357,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,alpha,480.0,100,1.4,1.4776090461999771,Adaptive Biweight with first width 1920.0
9600.0,0,0,50,beta,480.0,100,2.0,2.1402961746034075,Adaptive Biweight with first width 1920.0
