,T_max,m,n,number of guesses,parameter,time estimation,time_burn_in,true value,value,weight function
222,12000.0,0,0,50,nu,820.4081632653061,100,0.21356046550851748,0.2294784332874433,Adaptive Biweight with first width 2400.0
223,12000.0,0,0,50,alpha,820.4081632653061,100,1.2542418620340698,1.26196226046824,Adaptive Biweight with first width 2400.0
224,12000.0,0,0,50,beta,820.4081632653061,100,2.0,1.9672309697736212,Adaptive Biweight with first width 2400.0
225,12000.0,0,0,50,nu,820.4081632653061,100,0.21356046550851748,0.2295730882387773,Adaptive Biweight with first width 2400.0
226,12000.0,0,0,50,alpha,820.4081632653061,100,1.2542418620340698,1.2423181363402045,Adaptive Biweight with first width 2400.0
227,12000.0,0,0,50,beta,820.4081632653061,100,2.0,1.93667646106844,Adaptive Biweight with first width 2400.0
228,12000.0,0,0,50,nu,820.4081632653061,100,0.21356046550851748,0.21411420768516787,Adaptive Biweight with first width 2400.0
229,12000.0,0,0,50,alpha,820.4081632653061,100,1.2542418620340698,1.2737377112152823,Adaptive Biweight with first width 2400.0
230,12000.0,0,0,50,beta,820.4081632653061,100,2.0,2.0244040131445176,Adaptive Biweight with first width 2400.0
231,12000.0,0,0,50,nu,820.4081632653061,100,0.21356046550851748,0.1990595661163853,Adaptive Biweight with first width 2400.0
232,12000.0,0,0,50,alpha,820.4081632653061,100,1.2542418620340698,1.2618531857159008,Adaptive Biweight with first width 2400.0
233,12000.0,0,0,50,beta,820.4081632653061,100,2.0,1.8454591074875952,Adaptive Biweight with first width 2400.0
234,12000.0,0,0,50,nu,820.4081632653061,100,0.21356046550851748,0.2164380218240903,Adaptive Biweight with first width 2400.0
235,12000.0,0,0,50,alpha,820.4081632653061,100,1.2542418620340698,1.3388239219075733,Adaptive Biweight with first width 2400.0
236,12000.0,0,0,50,beta,820.4081632653061,100,2.0,2.06807406317786,Adaptive Biweight with first width 2400.0
237,12000.0,0,0,50,nu,820.4081632653061,100,0.21356046550851748,0.2168411368504252,Adaptive Biweight with first width 2400.0
